"@title","Deutsch"
"#03016","to the top of the industry."
"#03017","Currency"
"#03018","\"
"#03019","$"
"#03020","Switch currency to yen/dollars."
"#03021","Note that ￥100 = ＄1."
"#03022","Enter Kairo Park"
"#03023","Please enter a name."
"#03024","Enter up to <0> characters."
"#03025","Please allow connection to a network and check your signal strength."
"#03026","Please allow connection to a network<br>and check your signal strength."
"#03027","Authentication failed."
"#03028","A server error has occurred."
"#03029","Authentication failed. Please use the account you used to purchase the app and check your signal."
"#03030","Please use the account you used to purchase the app and check your signal."
"#03031","A data error has occurred.<br>Please re-install the application."
"#03032","An error has occurred.<br>Please restart the application."
"#03033","Auto <0>"
"#03034","Save <0>"
"#03035","Send all data"
"#03036","Show error log"
"#03037","Send all data?"
"#03038","Send Autosave Data <0>?"
"#03039","Send Save Data <0>?"
"#03040","Data sent.<br>Thanks for your cooperation.<br>We hope you'll stick with us!"
"#03041","An error has occurred.<br>Retry?"
"#03042","Send Save Data"
"#03043","Choose data to send."
"#03044","Sending data"
"#03045","Do not turn the device off."
"#03046","An error has occurred."
"#03047","=#02992"
"#03048","=#00221"
"#03049","You have completed a campaign."
"#03051","Equipment"
"#03053","Speed"
"#03054","Power"
"#03055","Ammo"
"#03056","CP"
"#03057","Limit"
"#03058","Effekt"
"#03059","Unexplored"
"#03060","<0>s Stützpunkt"
"#03061","Heimathafen"
"#03062","Die Residenz des Königs."
"#03063","Quests beendet"
"#03064","Gebäude"
"#03065","Who knows what's here?"
"#03066","Get ready before leaving."
"#03067","Fi"
"#03068","Wa"
"#03069","Li"
"#03070","Th"
"#03071","Sh"
"#03072","Ne"
"#03073","=#00221"
"#03074","Waffe"
"#03075","Schild"
"#03076","Kopf"
"#03077","Rüst."
"#03078","Acce."
"#03079","Helps perform attack skills."
"#03080","Helps perform support skills."
"#03081","Helps perform criticals."
"#03082","Farther attacks reach rear ranks."
"#03083","Easier to knock out enemies."
"#03084","Heavier attacks reach rear ranks."
"#03085","Temporarily freeze enemies."
"#03086","<0>% harder to knock out."
"#03087","Reduces damage from rear by <0>%."
"#03088","Recover <0>% SP when taking damage."
"#03089","Boost action speed by <0> level(s)."
"#03090","Reflect <0>% damage when guarding."
"#03091","<0>% chance to nullify damage."
"#03092","Sw"
"#03093","=#03068"
"#03094","Ax"
"#03095","Sp"
"#03096","Hm"
"#03097","Gu"
"#03098","Bw"
"#03099","L"
"#03100","N"
"#03101","H"
"#03102","Stärkung"
"#03103","Gegenst."
"#03104","Selten"
"#03105","Einige"
"#03106","Viele"
"#03107","Gold: ""<0>G"""
"#03108","<0>: ""<1> x<2>"""
"#03109","""<0> x<1>"""
"#03110","""<0>"""
"#03111","=#03110"
"#03112","""<0>"" relic"
"#03113","acquired."
"#03114","can be acquired."
"#03115","Wissen"
"#03116","Komfort"
"#03117","Disziplin"
"#03118","Forschung"
"#03119","Ernte"
"#03120","Facil."
"#03121","Build"
"#03122","Env."
"#03123","Fluff E. Sheep"
"#03124","Sunday"
"#03125","Monday"
"#03126","Tuesday"
"#03127","Wednesday"
"#03128","Thursday"
"#03129","Friday"
"#03130","Saturday"
"#03131","Y"
"#03132","M"
"#03133","D"
"#03134","Days with <0>"
"#03135","<bold>Weekday</bold>"
"#03136","<bold>Weekend</bold>"
"#03137","Bonus"
"#03138","Nearby"
"#03139"," Bonus"
"#03140","Nearby knowledge "
"#03141","<co=255,248,64>Product</co> prices at nearby stores +"
"#03142","Nearby harvest +"
"#03143"," bonus"
"#03144","G"
"#03145","R"
"#03146","B"
"#03147","P"
"#03148","=#03131"
"#03149","Bk"
"#03150","Refill Resources"
"#03151","Refill"
"#03152","Deck Collection"
"#03153","Collect"
"#03154","Ship Duties"
"#03155","Ship"
"#03156","<0> <co=255,0,0>stock is at maximum.</co>"
"#03157","Facility"
"#03158"," St."
"#03159","Upped to <0>"
"#03160","In Battle"
"#03161","Questing"
"#03162","Building ""<0>"""
"#03163","Monster"
"#03164"," Pirates"
"#03165","=#01805"
"#03166","Online Rank: "
"#03167","<0> Wins "
"#03168"," by Monday "
"#03169","to Rank Up"
"#03170","Rank Up on Monday"
"#03171","Normal"
"#03172","<co=255,80,0>Hard</co>"
"#03173","<co=64,0,128>Nightmare</co>"
"#03174","=#03171"
"#03175","=#03172"
"#03176","=#03173"
"#03177","Sunny Kingdom"
"#03178","Jack Seagull"
"#03179","Jane Seagull"
"#03180","Playing Game"
"#03181","Login Bonus"
"#03182","Medal Shop"
"#03183","Communications-Related"
"#03184","Carry Over"
"#03185","Resource"
"#03186","Medaille"
"#03187","=#00494"
"#03188","Ausdauer"
"#03189","Zu wenig <0>"
"#03190","Insufficient medals.<br>Opening shop."
"#03191","To Shop"
"#03192","To Bonus"
"#03193","<0>\nläuft gerade."
"#03194","<0>\nsurvey in progress."
"#03195","<0>\nattack in progress."
"#03196","Headed for online battle."
"#03197","We're heading to\n<0>."
"#03198","Egg Lv."
"#03199","Wait until your crew\nappears on deck."
"#03200","Cannot change during a quest."
"#03201","Cannot change during a battle."
"#03202","Cannot be changed now."
"#03203","World Map"
"#03204","=#01977"
"#03205","Oben"
"#03206","Unten"
"#03207","Wharf"
"#03208","<co=255,0,0>Activity</co> in this location is down."
"#03209","Forschung beendet"
"#03210","Segeln"
"#03211"," Team"
"#03212","Boss"
"#03213","Surveying"
"#03214","Ein Boss ist aufgetaucht!"
"#03215","Land in Sicht!"
"#03216","Wir haben <0> erreicht!"
"#03217","Feindliches Schiff gesichtet!"
"#03218","Starte..."
"#03219","  Authenticating..."
"#03220","Load failed."
"#03221","Could not start up app.\nIf your device is rooted, please unroot it."
"#03222","Loading Advert"
"#03223","=#00085"
"#03224","The <co=40,160,60>green box</co> shows the easily accessible area."
"#03225","You aren't able to build a <0> now."
"#03226","=#01988"
"#03227","=#02070"
"#03228","=#01993"
"#03229","Your last <0>\ncan't be destroyed."
"#03230","Select item to move."
"#03231","Select character to replace."
"#03232","Where should the "
"#03233"," be placed?"
"#03234","Place until where?"
"#03235",""""
"#03236",""" removal."
"#03237","Remove from where?"
"#03238","Select start point."
"#03239","Select end point."
"#03240"," Online Rank: "
"#03241","<0> Wins <1> Losses"
"#03242","Look for opponent"
"#03243","Lv."
"#03244","Online Battle"
"#03245","=#02195"
"#03246","+Knowledge"
"#03247","Till Harvest"
"#03248","Show Self"
"#03249","Display Rank"
"#03250","Last Week"
"#03251","All Time"
"#03252","You cannot register 0 points."
"#03253","You cannot register <0>."
"#03254","#<0>/<0>"
"#03255","Past Scores"
"#03256","=#03046"
"#03257","Online Ranking"
"#03258","Max Play Points"
"#03259","Max Money by Y<0>"
"#03260","(Unregistered)"
"#03261","High Score"
"#03262","Play Points"
"#03263","Show ranking"
"#03264","from when?"
"#03265","Rank"
"#03266","<0> Ranking"
"#03267","#<0>"
"#03268","Send All"
"#03269","Input Inquiry Code"
"#03270","Download ""save.bin""?"
"#03271","Please enter your\ninquiry code."
"#03272","Send all data."
"#03273","Send inquiry data?\nPersonal information will not be sent."
"#03274","Yes\tNo"
"#03275","Transmission complete.\nThank you for your cooperation.\nPlease contact support."
"#03276","An error has occurred.\nRetry?"
"#03277","Error"
"#03278","The data is not compatible."
"#03279","=#02996"
"#03280","Overwrite system data?"
"#03281","Failed"
"#03282","File not found."
"#03283","Transmission complete."
"#03284","\nQuitting app."
"#03285","No applicable data found."
"#03286","Send Inquiry Data"
"#03287","Receiving Data"
"#03288","=#02996"
"#03289","Fortsetzen"
"#03290","Neues Spiel"
"#03291","Löschen"
"#03292","Besatzung"
"#03293","Kampfeinheiten"
"#03294","Entlassen"
"#03295","Ausrüstung wechseln"
"#03296","Werte ansehen"
"#03297","=#02196"
"#03298","Spiel wird gespeichert..."
"#03299","Current save data\nwill be overwritten."
"#03300","Current save data\nwill be deleted."
"#03301","Spiel gespeichert."
"#03302","Save failed. ["
"#03303","]"
"#03304","How to Play"
"#03305","=#01385"
"#03306","Demo Version"
"#03307","(C) Kairosoft"
"#03308","=#03008"
"#03309","Research Log"
"#03310","Bounty List"
"#03311","Ship Info"
"#03312","=#02206"
"#03313","Master Members"
"#03314","Prisoner List"
"#03315","Facility List"
"#03316","Quit Game"
"#03317","To Title Screen"
"#03318","=#03293"
"#03319","=#03292"
"#03320","=#03102"
"#03321","Ausrüstung wechseln"
"#03322","=#03294"
"#03323","Relikte ansehen"
"#03324","Ggst. ansehen"
"#03325","Ausr. ansehen"
"#03326","Medaillen kaufen"
"#03327","Spezialgeschäft"
"#03328","Reward Conditions"
"#03329","Island Info"
"#03330","Orders"
"#03331","Freunde"
"#03332","Monster Guidebook"
"#03333","Medal Purchases"
"#03334","Kampagnen"
"#03335","Update Info"
"#03336","Cannot be changed<br>during a quest."
"#03337","Return to the title screen."
"#03338","=#02204"
"#03339","Befehle"
"#03340","Group"
"#03341","Single"
"#03342","Working "
"#03343","Besitztümer"
"#03344","=#03121"
"#03345","Island"
"#03346","System"
"#03347","=#02202"
"#03348","=#02211"
"#03349","Sun"
"#03350","Mon"
"#03351","Tue"
"#03352","Wed"
"#03353","Thu"
"#03354","Fri"
"#03355","Sat"
"#03356","Morning"
"#03357","Afternoon"
"#03358","Night"
"#03359","<0>/<1>"
"#03360","Pirate News"
"#03361","Notice"
"#03362","Current Campaigns:"
"#03364","New Issue Available"
"#03365","Heutige Meldungen"
"#03366","Dialog"
"#03367","<0>'s Monarch"
"#03368","Wairo Inc."
"#03369","=#01924"
"#03370","Ausrüstung"
"#03371","Talente"
"#03372","Beruf wechseln"
"#03373","=#02212"
"#03374","View Skills"
"#03375","=#02196"
"#03376","Battling "
"#03377","Ship Duty"
"#03378","Level"
"#03379","Skill"
"#03380","Battle Power"
"#03381","=#02217"
"#03382","You have no crewmates."
"#03383","You have no unassigned crewmates."
"#03384","You have no dismissible crewmates."
"#03385","Crewmate Name"
"#03386","Monsters cannot change jobs."
"#03387","Your fleet rank isn't high enough<br>to take part in battle."
"#03388","No more monsters<br>can join in battle.<br>Deselect another monster first."
"#03389","Select a crewmate."
"#03390","Select Crewmate"
"#03391","Combat Members: "
"#03392","Besatzungsmitglieder an Bord: "
"#03393"," "
"#03394","Monsters: <0>/<1> | Combat <2>/<3> "
"#03395","Use Item"
"#03396","You have no onboard crewmates."
"#03397","Goes on quests/fights on deck."
"#03398","Picks up/researches items."
"#03399","Fights/picks up items."
"#03400","Dismiss..."
"#03401","Team Power Up"
"#03402","Combat: <0>/<1>"
"#03403","You must be rank <co=255,0,0><0></co> or higher to take part in battle."
"#03404","<0> Master"
"#03405","<0> St. <1>"
"#03406","Monster St."
"#03407"," Building <co=25,25,255><0></co>"
"#03408","=#01982"
"#03409","Special Ability"
"#03410","<0> cannot be<br>removed as it would<br>exceed the maximum limit."
"#03411","You have nothing that<br><0> can equip."
"#03412","There was no effect."
"#03413","You cannot add any more."
"#03414","Knowledge Status"
"#03415"," <0> Berufe"
"#03416","Tap to Give Command"
"#03417","Quest-EP"
"#03418","No knowledge acquired."
"#03419","Get knowledge to <co=0,84,255>unlock more jobs</co>."
"#03420","Select Action"
"#03421","=#02217"
"#03422","EP"
"#03423","=#03371"
"#03424","Ausr."
"#03425","Can join quests with a <co=255,0,0>wizard</co>."
"#03426","Cannot be equipped."
"#03427","Benötigt das Talent ""<co=0,0,255><0></co>""."
"#03428","Aktuell: "
"#03429","Keine Ausrüstung"
"#03430","Fight in Battle"
"#03431","=#02221"
"#03432","Fähigkeit: "
"#03433","Tap to use ""<0>."" Left:"
"#03435","Einheiten können jetzt nicht bearbeitet werden."
"#03436","Dissolve this team?"
"#03437","Select a team."
"#03438","=#03436"
"#03439","There are no assigned members."
"#03440","Team Selection: <0> teams attacking"
"#03441","Create Combat Teams: <0> teams left"
"#03442","Choose team members."
"#03443","Empty"
"#03444","Select <0> more team(s)"
"#03445","then select the attacking team."
"#03446","Dissolve another team,"
"#03447","then try again."
"#03448","Unassigned Members: <0>"
"#03449","Tap to select leader."
"#03450","Tap to select team members."
"#03451","Dissolve Team"
"#03452","Start Survey"
"#03453","Start Combat"
"#03454","Cannot Change"
"#03456","Activity"
"#03457","Gesamtbev."
"#03458","Bevölkerung"
"#03459","Feindesstärke:"
"#03460","Feind-Häufigkeit:"
"#03461","Island Destinations"
"#03462","Segel setzen"
"#03463","Surveying <0>"
"#03464","Tap to go to the island"
"#03465","=#03210"
"#03466","Select a destination."
"#03467","Tap to use island facilities"
"#03468","   <0>/<1>"
"#03469","This is a very dangerous situation."
"#03470","Equipped"
"#03471","=#02210"
"#03472","Rank Crew Recruitment"
"#03473","Building"
"#03474","Synchronisiere Zeit..."
"#03475","Segel setzen auf <0>!"
"#03476","Du kannst keine weiteren Besatzungsmitglieder anheuern."
"#03477","New Crewmate"
"#03478","=#02182"
"#03479","=#02184"
"#03480","Shuffle (<0> left)"
"#03481"," / Enemy Lv."
"#03482","Verbraucht <0> Ausdauer"
"#03483","Keine Ausdauer benötigt"
"#03484","This item cannot be used."
"#03485","Use the <0>?"
"#03486","You can't add while surveying."
"#03487","You can't add while in battle."
"#03488","No one has ""<0>""<br>equipped."
"#03489","A special item is required."
"#03490","Power Up <0> people x <1>"
"#03491","Special Item"
"#03492","You don't have anything."
"#03493","Max. Vorrat"
"#03494","Jeweils"
"#03495","=#00030"
"#03496","You need more points."
"#03497","Don't have that."
"#03498","That's over the limit."
"#03499","Thanks!"
"#03500","Kaufen"
"#03501","Verkaufen"
"#03502","<0>'s Favorite Facilities"
"#03503","Mass Removal"
"#03504","Undiscovered"
"#03505","=#03138"
"#03506","Not Nearby"
"#03507","Tap to Select Building"
"#03508","=#02196"
"#03509","Swap Places"
"#03510","Punktzahl"
"#03511","Thronsaal"
"#03512","Bevölkerung: <0>"
"#03513","Eintragen"
"#03514","=#02184"
"#03515","Kapital"
"#03516","Relikte"
"#03517","<0> Type(s)"
"#03518","<0> Pkt."
"#03519","Get <0> Relics"
"#03520","Get <0>G"
"#03521","Get <0>"
"#03522","=#03521"
"#03523","Get <0> x<1>"
"#03524","=#03523"
"#03525","Punkte überprüfen"
"#03526","=#03328"
"#03527","Go to Another Country"
"#03528","Online BP Ranking"
"#03529","Talk to King"
"#03530","=#03328"
"#03531","Fulfilled Reward Conditions"
"#03532","New Reward Conditions"
"#03533","<0> Effects"
"#03534","Gold\t"
"#03535","<0>"
"#03536","Reliktwirkungen auf die Besatzung"
"#03537","Für jedes Besatzungsmitglied."
"#03538","<0> Relikte im Besitz"
"#03539","In Arbeit..."
"#03540","Höchststufe erreicht."
"#03541","=#03158"
"#03542","Aktuell"
"#03543","im Besitz"
"#03544","=#00480"
"#03545","benutzen"
"#03546","um zu Verbesern"
"#03547","Relikt aufstufen"
"#03548","Relikt verbessern"
"#03549","fertiggestellt."
"#03550","Daily Play Bonus"
"#03551","<0> days in a row!"
"#03552","Receive"
"#03553","You got <0>G,<br>and population went up by <1>."
"#03554","You don't have a ship."
"#03555","There are no prisoners in your brig."
"#03556","They will be moved to the ship.<br><co=128,128,128>* Remember to take them back to your base. *</co>"
"#03557","Checked enemies.<br>"
"#03558","Turn in for their bounties."
"#03559","You can't add any more crewmates.\nDo you want to dismiss any?"
"#03560","Don't recruit them and<br>"
"#03561","turn them in?"
"#03562","let them go?"
"#03563","Gefangene in der Brig: <0>/<1>"
"#03564","Prison Outpost"
"#03565","Job Master"
"#03566","Turn in checked enemies"
"#03567","<0>G"
"#03568","None checked"
"#03569","=#03520"
"#03570","Bring all to the ship"
"#03571","=#03443"
"#03572","Recruit them or let them go?"
"#03573","Return to base to collect bounties."
"#03574","Recruit them or turn them in?"
"#03575","=#02209"
"#03576","Freilassen"
"#03577","Anheuern"
"#03578","Zahle <0> und"
"#03579","zum Anheuern."
"#03580","Recruit for <0>G."
"#03581","<co=255,25,25>Turn them in</co> for <0>G."
"#03582","<0><br>was renamed<br><1>."
"#03583","The farm limit went from<br><0> to <1>."
"#03584","The item and equipment<br>limit went from<br><0> to <1>."
"#03585","Special ability changed to<br><0>"
"#03586","Example: A favorite cartoon character's name."
"#03587","Example: A favorite movie character's name."
"#03588","Example: A favorite pop star's name."
"#03589","Example: A favorite author's name."
"#03590","Example: A favorite actor's name."
"#03591","Example: A favorite celebrity's name."
"#03592","Example: A favorite singer's name."
"#03593","Example: A favorite athlete's name."
"#03594","Example: A best friend's name."
"#03595","Example: The name of a friend you don't see much."
"#03596","Example: The name of a childhood friend."
"#03597","Example: The name of a sister or brother."
"#03598","Example: The name of a classmate."
"#03599","Example: A name you've always liked."
"#03600","Example: A name you want to give your child."
"#03601","<0> has been added!"
"#03602","=#03372"
"#03603","Skill Up!"
"#03604","Master all jobs"
"#03605","Special ability changed!"
"#03606","Inventory limit increased!"
"#03607","Farm limit increased!"
"#03608","Name changed."
"#03609","Hi!"
"#03610","Change Name"
"#03611","=#03140"
"#03612","No facilities"
"#03613","Bei Verwendung"
"#03614","Produkt"
"#03615","=#00480"
"#03616","=#03058"
"#03617","Zum Folgen antippen"
"#03618","=#02212"
"#03619","Compatibility"
"#03620","Zurück von <0>"
"#03621","<0> Survey Complete"
"#03622","<0> zertört"
"#03623","Online Battle Won"
"#03624","Du hast <0> Gegenstände erhalten."
"#03625","You didn't get any items."
"#03626","Vorspulen"
"#03627","=#03417"
"#03628","Quest-Pkt."
"#03629","Gesamtpkt."
"#03630","1st time: HP left (%) x crew → added to score"
"#03631","Online Battle Victory Bonus"
"#03632","Victory Bonus"
"#03633","Prizes change each time you battle."
"#03634","Leave treasure chests<br>and withdraw."
"#03635","Withdraw"
"#03636","Try again"
"#03637","=#03635"
"#03638","You get chests on quest completion."
"#03639","Change <co=255,255,0>Quest</co> Team"
"#03640","Battle Options"
"#03641","Sieg!"
"#03642","Defeat..."
"#03643","Ankunft auf <0>!"
"#03644","You can now bring more teams on quests."
"#03645","Use turbo mode for +<0> min."
"#03646","The medals you purchased have arrived."
"#03647","<0> has challenged you!"
"#03648","Freely change quest team formation."
"#03649","Cheers CP recovery speed increased from <0> to <1>"
"#03650","You can now use cheers in quest battles!"
"#03651","You can now bring more monsters on board."
"#03652","Your stamina was refilled."
"#03653","Island Construction "
"#03654","<0> Construction"
"#03655","Time (min)"
"#03656","Assigned Crew"
"#03657","Cost"
"#03658","Assign a joiner to finish quicker."
"#03659","Increase max level\nfor <0>?"
"#03660","Remove <0>?"
"#03661","=#03243"
"#03662","Einkaufen"
"#03663","Besatzung anheuern"
"#03664","Ausrüstung verbessern"
"#03665","Monsterpflege"
"#03666","Play"
"#03667","Exchange for Prizes"
"#03668","Exchange for Kairo Points"
"#03669","Exchange for Items"
"#03670","Max Lv. Up"
"#03671","=#02196"
"#03672","Bau abgeschlossen"
"#03673","=#03535"
"#03674","Special Shop Message"
"#03675","New products"
"#03676","are now in stock."
"#03677","Monster Farm Message"
"#03678","An egg is"
"#03679","about to hatch!"
"#03680","Quest entdeckt"
"#03681","In <0>,"
"#03682","wurde eine Quest entdeckt!"
"#03683","=#03332"
"#03684","No. <0>"
"#03685","You got new info!"
"#03686","You unlocked me, eh?"
"#03687","<0>'s <1> is<br>now Lv. <2>!<br>Pop. +<3>"
"#03688","Invest in <0>"
"#03689","Level Up!"
"#03690","Past Crewmates"
"#03691","Taverne"
"#03692","No quests discovered."
"#03693","No quest members."
"#03694","All members are wounded,\nso you can't leave."
"#03695","Aufbruch"
"#03696","Today"
"#03697","</co> alignment is 25% stronger"
"#03698","You have nothing to sell."
"#03699","You don't have enough money."
"#03700","You can't carry any more."
"#03701","You don't have that."
"#03702","Choose an item to buy."
"#03703","Choose an item to sell."
"#03704","<0> kauen"
"#03705","Sell <0>"
"#03706","Preis"
"#03707","Quantity"
"#03708","Products (<0> items)"
"#03709","Stock"
"#03710","Insufficient weapons\nfor upgrading."
"#03711","<0>'s level\nis at the maximum."
"#03712","Select a material item."
"#03713","Schmied"
"#03714","=#03626"
"#03715","=#03546"
"#03716","Special Upgrade"
"#03717","You can use smith tickets after using the blacksmith many times."
"#03718","Select Equipment"
"#03719","Compat."
"#03720","You can use <co=255,0,0><0></co> more."
"#03721","Add"
"#03722","=#03546"
"#03723","You found a new quest!"
"#03724","An additional <0> have arrived!"
"#03725","Ereignis"
"#03726","Country"
"#03727","Captain's Name"
"#03728","This is a <co=255,0,0>very difficult</co> mode.<br>Are you prepared?"
"#03729","=#03290"
"#03730","Gender"
"#03731","=#03132"
"#03732","F"
"#03733","Cap."
"#03734","Select Mode"
"#03735","Start Adventure"
"#03736","Normal mode."
"#03737","A somewhat difficult mode."
"#03738","A very difficult mode."
"#03739","<0> Expansion"
"#03740","Deine Ausdauer ist wieder voll!"
"#03741","Dein Flottenrang ist jetzt <0>!"
"#03742","<0> has left the ship..."
"#03743","They returned their equipment<br>to the ship's stores and left<br>for a new life.<br>Pop. +<0>."
"#03744","A record of <0>'s<br>knowledge was added to<br>your inventory."
"#03745","Tried to unequip the <co=0,0,255><0></co> skill,<br>but it would exceed the<br><co=0,0,255><1></co> limit."
"#03746","The <co=0,0,255><0></co> skill was unequipped and<br>the <co=0,0,255><1></co> was removed."
"#03747","Talente"
"#03748","Erlernt: "
"#03749","Beruf: "
"#03750","<co=0,0,255>Learned</co>: "
"#03751","Spezial: "
"#03752","Talent hinzufügen"
"#03753","Antippen, um ein Talent auszuwählen"
"#03754","Talent-Slots"
"#03755","Over Limit"
"#03756","This would exceed the<br><co=0,0,255><1></co> limit."
"#03757","There are no jobs available."
"#03758","Changing job<br>to Lv. 1 <0>."
"#03759","Changing job<br>to Lv. 1 <0> (mastered)."
"#03760"," Beruf "
"#03761","Done"
"#03762","Current Job"
"#03763","Use knowledge to change jobs."
"#03764","Insufficient <co=255,25,25>job changes</co>."
"#03765","Insufficient <co=255,25,25><0></co>."
"#03766","Insufficient ""<co=255,25,25><0></co>."""
"#03767","Enemies are more likely to<br>appear on deck for <0> minutes."
"#03768","Nutze <0>"
"#03769","=#03628"
"#03770","Islands Discovered"
"#03771","Completed Quests"
"#03772","Defeated Enemies"
"#03773","Crewmates"
"#03774","Max Lv."
"#03775","Avg Lv."
"#03776","Onboard Facilities"
"#03777","Equipment Discovered"
"#03778","Relics Discovered"
"#03779","Rewards Received"
"#03780","Ship Speed"
"#03781","Ships Destroyed"
"#03782","Monsters Hatched"
"#03783","Online Battle Victories"
"#03784","                        Defeats"
"#03785","Kairo Points"
"#03786","Info for <0>"
"#03787","Time: "
"#03788","<0> day(s) in a row"
"#03789","Graphics"
"#03790","Observe"
"#03791","Music"
"#03792","SFX"
"#03793","Rotation"
"#03794","High"
"#03795","Med"
"#03796","Low"
"#03797","=#02205"
"#03798","Lock"
"#03799","=#02206"
"#03800","Lowering settings will remove"
"#03801","some effects and graphics."
"#03802","Adjust the volume used"
"#03803","while playing the game."
"#03804","Rotate the screen when"
"#03805","your device is rotated."
"#03806","Observe characters without"
"#03807","displaying numbers, etc."
"#03808","=#03290"
"#03809","=#03289"
"#03810","Roll Dice"
"#03811","View Map"
"#03812","View Cards"
"#03813","Time sync failed.<br>Please try again in an area with a good wireless signal."
"#03814","You can't add any more crewmates.<br>Do you want to dismiss any?"
"#03815","=#03294"
"#03816","<co=255,0,0>Are you sure you don't want to<br>recruit the <0>?</co>"
"#03817","The character was not recruited."
"#03818","<co=255,0,0><0></co> points lost."
"#03819","You got <0> points."
"#03820","Advance <0> squares"
"#03821","You got <0>G."
"#03822","You got ""<0>"" x<1>."
"#03823","=#03822"
"#03824","You got a ""<0>""."
"#03825","=#03822"
"#03826","You got an egg."
"#03827","Pirate Dice"
"#03828","Rolls left: <0>"
"#03829","Until tomorrow!"
"#03830","<0>/<1>  <0> more today"
"#03831","Use a Card"
"#03832","<0> Squares Left"
"#03833","Goal Bonus"
"#03834","You opened all chests<br>on this level."
"#03835","That will exceed the limit."
"#03836","Buy the <0>?"
"#03837","You have no <0>."
"#03838","=#03500"
"#03839","=#00480"
"#03840","=#03665"
"#03841","Swap Out Monsters"
"#03842","=#02210"
"#03843","Fortune"
"#03844","There are no monsters you can upgrade."
"#03845","Expand the monster farm?"
"#03846","There are no eggs<br>in your ship's hold."
"#03847","=#03835"
"#03848","<0><co=255,0,0> sale</co> <co=255,0,0>today</co>"
"#03849","Care for your monsters."
"#03850","Swap out monsters with those on board."
"#03851","Upgrade Rank 2 monsters."
"#03852","What will come out...?"
"#03853","Monster Farm         (<0> Eggs in Hold)"
"#03854","Select Monster to Swap"
"#03855","Select Destination"
"#03856","Tap to place an egg."
"#03857","=#03535"
"#03858","No expansion is possible."
"#03859","+20 Egg Slots"
"#03860","Quick hatching speed today."
"#03861","Hatch"
"#03862","=#03501"
"#03863","Hatches after <0> items."
"#03864","Strengthen with items & equipment."
"#03865","=#02199"
"#03866","You won't be able to hatch or sell it."
"#03867","Sell for <0>G."
"#03868","Take on Ship"
"#03869","Ship: <0>/<1>"
"#03870","Move to Farm"
"#03871","Place Egg"
"#03872","Egg x<0>"
"#03873","Move from Ship"
"#03874","Move an onboard monster to the farm."
"#03875","Boosts <0> chance."
"#03876","Order crewmates."
"#03877","Hatching"
"#03878","Select an egg to sell."
"#03879","Egg Selection"
"#03880","Place"
"#03881","Place an egg."
"#03882","=#03265"
"#03883","The egg's color changed."
"#03884","Egg Hatching"
"#03885","New Type?!"
"#03886","<0> Species"
"#03887","Add <co=255,0,0><0></co> more items to start hatching."
"#03888","Start Hatching"
"#03889","<0> (<1> Left)"
"#03890","Start hatching."
"#03891","Until Hatch"
"#03892","<0> more..."
"#03893","Ability"
"#03894","=#03861"
"#03895","The <0> is changing..."
"#03896","<0> received!"
"#03897","An egg is about to hatch."
"#03898","...into <1>!"
"#03899","<0> hatched."
"#03900","It's waiting at the monster farm."
"#03901","Install games and"
"#03902","get medals!"
"#03903","games"
"#03904","Install"
"#03905","and"
"#03906","Try it out with a free game first!"
"#03907","* Applies to Google Play titles only."
"#03908","<0>/<1>  Chances left today: <2>"
"#03909","=#03904"
"#03910","ed"
"#03911"," Now"
"#03912","Free"
"#03913","Paid"
"#03914","<0> medal(s) acquired."
"#03915","Receive <0> medal(s)!"
"#03916","Get <0> medal(s)!"
"#03917","Come back tomorrow!"
"#03918","The date updates early each morning."
"#03919","Du erhältst <0> Orden."
"#03920","Du erhältst <0> EP!"
"#03921","Stats Increased"
"#03922","St. <0> → <1>"
"#03923","Neues Talent: <0>!"
"#03924","Meister-Bonus"
"#03925"," Destroyed"
"#03926"," attack!"
"#03927","Head into battle"
"#03928","Schlacht beginnen!"
"#03929","Einheiten bearbeiten"
"#03930","No effect on<br><0>."
"#03931","Select equipment to upgrade."
"#03932","You have no equipment."
"#03933","Trade Items"
"#03934","Boost Cheer"
"#03935","Change Cheer"
"#03936","Heh. Welcome."
"#03937","You need more ingredients."
"#03938","Heh. Thanks."
"#03939","You can't upgrade it any more."
"#03940","Insufficient <0>."
"#03941","Consume items to<br>level up <0>."
"#03942","Trading Post"
"#03943","Sally Prin's Trading Post"
"#03944","CP Lv Up"
"#03945","Limit Lv Up"
"#03946","Effect Lv Up"
"#03947","Reduces CP consumed."
"#03948","Boosts effect time."
"#03949","Boost effect amount."
"#03950","Ingredients"
"#03951","Trade"
"#03952","Boost Speed"
"#03953","Boost Power"
"#03954","Boost Ammo"
"#03955","=#03699"
"#03956","Upgrade <0>."
"#03957","Replace Cannons"
"#03958","Used for battles between pirates."
"#03959","Used for battle cheers."
"#03960","Used by <co=255,0,0>snipers</co>."
"#03961","=#03500"
"#03962","Change to <0>"
"#03963","Modification Cost "
"#03964","Crewmates work individually!"
"#03965","All crewmates work together!"
"#03966","Go back without changing?"
"#03967","All Crew"
"#03968","=#03912"
"#03969","Assign Duties"
"#03970","All crewmates have the same duties."
"#03971","Crewmates have different duties."
"#03972","Select Duties for All Crew"
"#03973","Failed to connect to opponent."
"#03974","Challenge Battle"
"#03975","Friend Battle"
"#03976","=#03928"
